
a  3	2024/10/23 21:38:06	设备初始化......
a  3	2024/10/23 21:38:06	当前用户： a
a  3	2024/10/23 21:38:06	打开程序：20241017164705
a  3	2024/10/23 21:38:07	复位按钮按下
a  3	2024/10/23 21:38:20	设备复位完成
a  3	2024/10/23 21:39:59	设备初始化......
a  3	2024/10/23 21:39:59	当前用户： a
a  3	2024/10/23 21:39:59	打开程序：20241017164705
a  3	2024/10/23 21:39:59	复位按钮按下
a  3	2024/10/23 21:40:08	设备复位完成
a  3	2024/10/23 21:48:13	设备初始化......
a  3	2024/10/23 21:48:13	当前用户： a
a  3	2024/10/23 21:48:13	打开程序：20241017164705
a  3	2024/10/23 21:48:13	复位按钮按下
a  3	2024/10/23 21:48:22	设备复位完成
a  3	2024/10/23 21:48:32	涂胶运行
a  3	2024/10/23 21:48:33	
a  3	2024/10/23 21:48:41	停止
a  3	2024/10/23 21:48:43	停止
a  3	2024/10/23 21:48:46	涂胶运行
a  3	2024/10/23 21:48:47	
a  3	2024/10/23 21:48:51	停止
a  3	2024/10/23 21:50:06	设备初始化......
a  3	2024/10/23 21:50:06	当前用户： a
a  3	2024/10/23 21:50:06	打开程序：20241017164705
a  3	2024/10/23 21:50:06	复位按钮按下
a  3	2024/10/23 21:50:15	设备复位完成
a  3	2024/10/23 21:51:10	涂胶运行
a  3	2024/10/23 21:51:11	
a  3	2024/10/23 21:51:27	停止
a  3	2024/10/23 21:51:28	停止
a  3	2024/10/23 21:51:31	右低液位信号取反:Enable
a  3	2024/10/23 21:51:31	左低液位信号取反:Enable
a  3	2024/10/23 21:51:35	ParametersOfSystemSetting.bin文件中以下参数已经被修改：Negated Right low level signal,Negated Left low level signal,Bar Code Match,DataSavedBySys
a  3	2024/10/23 21:51:35	ValveAndCalibretingData.bin文件中以下参数已经被修改：InitParamemter,RightValveParamemter,Valve3Paramemter,Valve4Paramemter
a  3	2024/10/23 21:51:35	ShareParameters.bin文件中以下参数已经被修改：ConfigurationFilePath
a  3	2024/10/23 21:52:08	涂胶运行
a  3	2024/10/23 21:52:09	
a  3	2024/10/23 21:52:10	左右AB供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 21:52:11	停止
a  3	2024/10/23 21:56:44	设备初始化......
a  3	2024/10/23 21:56:44	当前用户： a
a  3	2024/10/23 21:56:44	打开程序：20241017164705
a  3	2024/10/23 21:56:44	复位按钮按下
a  3	2024/10/23 21:56:53	设备复位完成
a  3	2024/10/23 21:57:05	左右AB供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 21:57:07	涂胶运行
a  3	2024/10/23 21:57:09	
a  3	2024/10/23 21:57:11	左2右2CD供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 21:57:11	停止
a  3	2024/10/23 21:57:18	左低液位信号取反:Disable
a  3	2024/10/23 21:57:19	右低液位信号取反:Disable
a  3	2024/10/23 21:57:20	ParametersOfSystemSetting.bin文件中以下参数已经被修改：Negated Right low level signal,Negated Left low level signal
a  3	2024/10/23 21:57:26	涂胶运行
a  3	2024/10/23 21:57:29	
a  3	2024/10/23 21:57:32	左2右2CD供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 21:57:33	停止
a  3	2024/10/23 21:58:09	涂胶运行
a  3	2024/10/23 21:58:12	
a  3	2024/10/23 21:58:14	左2右2CD供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 21:58:16	停止
a  3	2024/10/23 21:58:25	涂胶运行
a  3	2024/10/23 21:58:28	
a  3	2024/10/23 21:58:31	左2右2CD供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 21:58:32	停止
a  3	2024/10/23 22:01:37	键盘释放：CurrentPosition--> X:0.000 Y:0.000 Z:0.000
a  3	2024/10/23 22:01:37	键盘释放：CurrentPosition--> X:0.000 Y:0.000 Z:0.000
a  3	2024/10/23 22:01:43	涂胶运行
a  3	2024/10/23 22:01:46	
a  3	2024/10/23 22:01:49	左2右2CD供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 22:01:50	停止
a  3	2024/10/23 22:02:28	设备初始化......
a  3	2024/10/23 22:02:28	当前用户： a
a  3	2024/10/23 22:02:28	打开程序：20241017164705
a  3	2024/10/23 22:02:29	复位按钮按下
a  3	2024/10/23 22:02:37	设备复位完成
a  3	2024/10/23 22:03:16	左2右2CD供料桶低液位同时报警
请确保有一个桶可用
a  3	2024/10/23 22:03:19	涂胶运行
a  3	2024/10/23 22:03:23	
a  3	2024/10/23 22:03:23	停止
a  3	2024/10/23 22:03:37	涂胶运行
a  3	2024/10/23 22:03:39	
a  3	2024/10/23 22:05:08	停止
a  3	2024/10/23 22:05:11	停止
a  3	2024/10/23 22:05:38	设备初始化......
a  3	2024/10/23 22:05:39	当前用户： a
a  3	2024/10/23 22:05:39	打开程序：20241017164705
a  3	2024/10/23 22:05:39	复位按钮按下
a  3	2024/10/23 22:05:49	设备复位完成
a  3	2024/10/23 22:06:36	键盘释放：CurrentPosition--> X:0.000 Y:0.000 Z:0.000
