
a  3	2025/03/01 18:22:47.183	设备初始化......
a  3	2025/03/01 18:22:47.327	当前用户： a
a  3	2025/03/01 18:22:47.337	打开程序：1
a  3	2025/03/01 18:22:47.363	低气压检测未开启
a  3	2025/03/01 18:22:48.141	复位按钮按下
a  3	2025/03/01 18:22:52.572	阀气缸上升超时
a  3	2025/03/01 18:23:21.023	复位失败
a  3	2025/03/01 18:23:21.170	停止
a  3	2025/03/01 18:23:23.699	Z轴复位失败
a  3	2025/03/01 18:23:28.669	Reset(From X:0.000,Y:0.000,Z:0.000 To X:0.000,Y:0.000,Z:0.000 )
