
a  3	11/11/2024 11:45:27 AM	打开程序：20241031171338
a  3	11/11/2024 11:45:28 AM	复位按钮按下
a  3	11/11/2024 11:45:29 AM	复位失败
a  3	11/11/2024 11:45:30 AM	停止
a  3	11/11/2024 11:45:30 AM	Z轴复位失败
a  3	11/11/2024 11:45:30 AM	键盘释放：CurrentPosition--> X:0.000 Y:0.000 Z:0.000
a  3	11/11/2024 11:45:31 AM	键盘按下：
a  3	11/11/2024 11:45:31 AM	键盘释放：CurrentPosition--> X:0.000 Y:0.000 Z:0.000
a  3	11/11/2024 11:50:22 AM	设备初始化......
a  3	11/11/2024 11:50:22 AM	当前用户： a
a  3	11/11/2024 11:50:22 AM	打开程序：20241031171338
a  3	11/11/2024 11:50:25 AM	复位按钮按下
a  3	11/11/2024 11:50:45 AM	设备复位完成
a  3	11/11/2024 11:50:50 AM	鼠标点击：X+
a  3	11/11/2024 11:50:50 AM	鼠标释放或离开：CurrentPosition--> X:12.659 Y:0.000 Z:0.000
a  3	11/11/2024 11:50:51 AM	鼠标释放或离开：CurrentPosition--> X:14.608 Y:0.000 Z:0.000
a  3	11/11/2024 11:50:51 AM	鼠标点击：Y+
a  3	11/11/2024 11:50:51 AM	鼠标释放或离开：CurrentPosition--> X:14.608 Y:6.384 Z:0.000
a  3	11/11/2024 11:50:51 AM	鼠标释放或离开：CurrentPosition--> X:14.608 Y:6.384 Z:0.000
a  3	11/11/2024 11:51:16 AM	鼠标释放或离开：CurrentPosition--> X:14.608 Y:7.238 Z:0.000
a  3	11/11/2024 11:51:16 AM	鼠标点击：X+
a  3	11/11/2024 11:51:16 AM	鼠标释放或离开：CurrentPosition--> X:16.637 Y:7.238 Z:0.000
a  3	11/11/2024 11:51:16 AM	鼠标点击：Y+
a  3	11/11/2024 11:51:17 AM	鼠标释放或离开：CurrentPosition--> X:17.290 Y:11.537 Z:0.000
a  3	11/11/2024 11:51:17 AM	鼠标释放或离开：CurrentPosition--> X:17.290 Y:11.537 Z:0.000
a  3	11/11/2024 11:52:25 AM	TrackAndPar.bin文件中以下参数已经被修改：Light source adjust,Main BadMark Setting,BadMarkLights
a  3	11/11/2024 11:52:25 AM	ShareParameters.bin文件中以下参数已经被修改：Light source adjust,Main BadMark Setting,BadMarkLights
a  3	11/11/2024 11:52:38 AM	键盘释放：CurrentPosition--> X:277.636 Y:86.522 Z:16.326
a  3	11/11/2024 11:52:39 AM	鼠标释放或离开：CurrentPosition--> X:277.636 Y:86.522 Z:16.326
a  3	11/11/2024 11:55:20 AM	设备初始化......
a  3	11/11/2024 11:55:20 AM	当前用户： a
a  3	11/11/2024 11:55:20 AM	打开程序：20241031171338
a  3	11/11/2024 11:55:22 AM	复位按钮按下
a  3	11/11/2024 11:55:24 AM	复位失败
a  3	11/11/2024 11:55:24 AM	停止
a  3	11/11/2024 11:55:25 AM	Z轴复位失败
a  3	11/11/2024 11:55:31 AM	退出
a  3	11/11/2024 11:55:31 AM	TrackAndPar.bin文件中以下参数已经被修改：Light source adjust
