
a  3	2024/12/30 14:23:23.669	设备初始化......
a  3	2024/12/30 14:23:23.784	当前用户： a
a  3	2024/12/30 14:23:23.814	打开程序：20241214144888
a  3	2024/12/30 14:23:25.908	复位按钮按下
a  3	2024/12/30 14:23:27.529	复位失败
a  3	2024/12/30 14:23:27.806	停止
a  3	2024/12/30 14:23:28.707	Z轴复位失败
a  3	2024/12/30 14:23:29.269	报警代码 1006:气压检测报警
a  3	2024/12/30 14:24:08.134	键盘释放：CurrentPosition--> X:0.000 Y:0.000 Z:0.000
a  3	2024/12/30 14:24:09.424	退出
a  3	2024/12/30 14:24:09.613	ParametersOfSystemSetting.bin文件中以下参数已经被修改：Bar Code Match,DoOut
a  3	2024/12/30 14:24:09.641	ShareParameters.bin文件中以下参数已经被修改：ConfigurationFilePath
a  3	2024/12/30 14:26:53.911	设备初始化......
a  3	2024/12/30 14:26:54.050	当前用户： a
a  3	2024/12/30 14:26:54.085	打开程序：20241214144888
a  3	2024/12/30 14:26:57.360	退出
a  3	2024/12/30 16:04:21.100	设备初始化......
a  3	2024/12/30 16:04:21.232	当前用户： a
a  3	2024/12/30 16:04:21.242	打开程序：20241214144888
a  3	2024/12/30 16:04:23.132	退出
a  3	2024/12/30 16:35:30.771	设备初始化......
a  3	2024/12/30 16:35:30.868	当前用户： a
a  3	2024/12/30 16:35:30.898	打开程序：20241214144888
a  3	2024/12/30 16:35:33.624	退出
